signature,body,docstring,id
fun f(),"{
    invoker(
    l@{
        return@l 11 // expects Function, but should expect Int
    }",//kt-411 Wrong type expected when returning from a function literal,f6fb
fun t1(),"{
    val v = l@{
        return@l 111
    }",//more tests,9870
fun foo(s: S<String>),": String {
    class Local {
        fun bar() = s.string
    }","// WITH_STDLIB
// WORKS_WHEN_VALUE_CLASS
// LANGUAGE: +ValueClasses, +GenericInlineClassParameter",a673
fun box(),": String =
    ""","// TARGET_BACKEND: JVM
// WITH_STDLIB

// FILE: anonymousObject.kt",4f27
fun main(args: Array<String>),"{
    val comparator = <!FUNCTION_CALL_EXPECTED!><!NO_VALUE_FOR_PARAMETER!>Comparator<!><Long?><!>
}",// ISSUE: KT-54874,5b61
fun box(),": String {
    val bs1 = B(15)
    assertEquals(90, bs1.value)

    val bs2 = B()
    assertEquals(72 * 18, bs2.value)

    return ""OK""
}",// EXPECTED_REACHABLE_NODES: 1344,4f27
fun a(),": String {
        return ""OK""
    }","// TARGET_BACKEND: JVM

// WITH_STDLIB",9ea5
fun funInCompanion(),{},// !LANGUAGE: +InlineClasses,a4d5
"fun foo(a: A, ka: KA)","{
    ka.contains("""")
    ka.contains(<!CONSTANT_EXPECTED_TYPE_MISMATCH!>1<!>)
    """" in ka
    <!CONSTANT_EXPECTED_TYPE_MISMATCH!>1<!> in ka
}","// !DIAGNOSTICS: -UNUSED_PARAMETER -UNUSED_VARIABLE -PARAMETER_NAME_CHANGED_ON_OVERRIDE
// SCOPE_DUMP: KA:contains

// FILE: A.java",ab44
fun foo(),<!> = 2,// FIR_IDENTICAL,519f
fun bar(),": Any
}

interface IFoo : IBar {
    fun foo(): Any
    override : X<String>
}","// WITH_STDLIB
// WORKS_WHEN_VALUE_CLASS
// LANGUAGE: +ValueClasses, +GenericInlineClassParameter",66c3
fun <T> magic(),: T = n,// !CHECK_TYPE,dd70
fun foo(x: String),": String
}

class BaseImpl(val s: String) : Base {
    override : String = ""Base: ${s}",// EXPECTED_REACHABLE_NODES: 1293,f5be
fun box(),": String {
    val f = A::class.constructors.single()
    val parameters = f.parameters

    f.callBy(mapOf(
            *((1..70)).map { i -> parameters[i - 1] to i }","// TARGET_BACKEND: JVM
// WITH_REFLECT",4f27
fun box(),": String {
    var sum = 0u
    for (el in arrayOf(1u, 2u, 3u)) {
        sum += el
    }",// WITH_STDLIB,4f27
fun bar11(foo: Foo),"{
        foos.add(Foo(HashMap(foo.attributes))) // foo.attributes is unresolved but not marked
    }","// FIR_IDENTICAL
//KT-3344 InternalError in compiler when type arguments are not specified",9b33
fun typed(),: T = a,"// WITH_STDLIB
// WORKS_WHEN_VALUE_CLASS
// LANGUAGE: +ValueClasses",a6e7
fun tenUInt(),= 1,"// KJS_WITH_FULL_RUNTIME
// EXPECTED_REACHABLE_NODES: 1625
// MODULE: lib
// FILE: lib.kt",567c
fun main(args: Array<String>),"{
    print(args[0]);
}",// MAIN_ARGS: [Hello_world!],5b61
fun breakContinueInWhen(i: Int),"{
    for (y in 0..10) {
        when(i) {
            0 -> <!BREAK_OR_CONTINUE_IN_WHEN!>continue<!>
            1 -> <!BREAK_OR_CONTINUE_IN_WHEN!>break<!>
            2 -> {
                for(z in 0..10) {
                    break
                }",// !LANGUAGE: -AllowBreakAndContinueInsideWhen,fb04
fun k(),"= ""","// Fails on native when run with `-Pkotlin.internal.native.test.cacheMode=STATIC_EVERYWHERE`.
// Looks like the call to `k` fails as `k` is not exported from the lib module.
// IGNORE_NATIVE: cacheMode=STATIC_EVERYWHERE
// IGNORE_NATIVE: cacheMode=STATIC_PER_FILE_EVERYWHERE
// IGNORE_NATIVE: cacheMode=STATIC_USE_HEADERS_EVERYWHERE
// MODULE: lib
// FILE: Z.kt",20fe
fun Inner(x: String),{},"// !DIAGNOSTICS: -UNUSED_PARAMETER
// SKIP_TXT
// FILE: Outer.kt",e120
fun bar(),"{
    Inner<!NO_VALUE_FOR_PARAMETER!>()<!>
    Inner(<!CONSTANT_EXPECTED_TYPE_MISMATCH!>1<!>)
    Inner("""")

    with(Outer()) {
        Inner()
        Inner(1)
        Inner("""")
    }",// FILE: imported.kt,66c3
fun incI(),"{
    i++
}","// EXPECTED_REACHABLE_NODES: 1289
// http://youtrack.jetbrains.com/issue/KT-4225
// Compiler to JavaScript produces semantically wrong code",94f1
fun box(),": String {
    return Foo.FOO.value
}","// !LANGUAGE: +JvmFieldInInterface +NestedClassesInAnnotations
// TARGET_BACKEND: JVM

// WITH_STDLIB
// FILE: Foo.kt",4f27
fun compute(),": String {
    var result = """"
    for (x in listOf(""A"", ""B"")) {
        try {
            val y = ""y""
            result += y
            return result
        }","// WITH_STDLIB
// FILE: test.kt",cd3b
fun createS64(),": S64 {
    val s2 = S2(0, 0)
    val s4 = S4(s2, s2)
    val s8 = S8(s4, s4)
    val s16 = S16(s8, s8)
    val s32 = S32(s16, s16)
    return S64(s32, s32)
}","// TARGET_BACKEND: JVM_IR
// WITH_REFLECT
// LANGUAGE: +ValueClasses",ce7e
fun box(),"{
    val a = A()
    val b = B(4)
    val c = C()
    val foo = G(Int::class)
}","// FIR_IDENTICAL
// WITH_STDLIB
// SKIP_TXT
// !LANGUAGE: +InstantiationOfAnnotationClasses",4f27
fun id(),= t,// !DIAGNOSTICS: -UNUSED_PARAMETER -UNUSED_VARIABLE,9d99
fun foo(),"}

<!WRONG_MODIFIER_TARGET!>inline<!> external enum class <!ENUM_CLASS_IN_EXTERNAL_DECLARATION_WARNING, WRONG_EXTERNAL_DECLARATION!>E<!> {
    A
}","// FIR_IDENTICAL
// !LANGUAGE: +InlineClasses, -JvmInlineValueClasses, +JsExternalPropertyParameters
// !DIAGNOSTICS: +ENUM_CLASS_IN_EXTERNAL_DECLARATION_WARNING",519f
fun main(),"{
    iFlow { emit(1) }","// FIR_IDENTICAL
// !DIAGNOSTICS: -UNUSED_PARAMETER
// !OPT_IN: kotlin.RequiresOptIn",d987
fun apply(s: S),"fun interface F<S> {
    
}","// FIR_IDENTICAL
// !LANGUAGE: +SamConversionForKotlinFunctions +SamConversionPerArgument +FunctionalInterfaceConversion
// !CHECK_TYPE",ae58
fun test(),"{
    val map = emptyMap<Int, Int>()
    var optimized = """"
    for (i in 0..map.size - 1) optimized += map[i]
}",// TARGET_BACKEND: JVM_IR,fe98
fun bar(),{},"// !LANGUAGE: -ProhibitVisibilityOfNestedClassifiersFromSupertypesOfCompanion
// FILE: J.java",66c3
fun f(a: List<Any>),= a,// FIR_IDENTICAL,444e
fun play(),"{
        ReentrantLock().withLock {
            launch {
                pumpEvents()
            }","// FIR_IDENTICAL
// ISSUE: KT-55072",69f4
fun bar2(),: Int = 1,"// WITH_STDLIB
// SKIP_TXT
// !DIAGNOSTICS: -CAST_NEVER_SUCCEEDS -UNCHECKED_CAST -UNUSED_PARAMETER -UNUSED_VARIABLE -OPT_IN_USAGE_ERROR -UNUSED_EXPRESSION",3846
fun suspendThere(v: String),: String = s,"// TARGET_BACKEND: JVM
// FULL_JDK
// WITH_STDLIB
// WITH_COROUTINES
// CHECK_TAIL_CALL_OPTIMIZATION
// JVM_ABI_K1_K2_DIFF: KT-63864",4d2d
fun test(),"{
    Parent.a
    Parent.a = 11
    Parent.b
    Parent.b = 22
    Parent.foo()
    Parent.baz()

    Child.a
    Child.a = 33
    Child.b
    Child.b = 44
    Child.c
    Child.c = 55
    Child.foo()
    Child.bar()
    Child.baz()
}",// FILE: Child.java,fe98
"fun onInserted(position: Int, count: Int)",{},"// STRIP_METADATA
// TODO: Re-enable metadata generation",7a45
"fun subSequence(startIndex: Int, endIndex: Int)",= T,// WITH_STDLIB,fe95
fun existingMethod(),"val existingParam: Int
}

// MODULE: m2-jvm()()(m1-common)
// FILE: jvm.kt

open class InjectedEmptySuperClass()

actual open class Foo : InjectedEmptySuperClass() {
    actual  {}","// FIR_IDENTICAL
// MODULE: m1-common
// FILE: common.kt",6c23
fun example(),"{
    val a = if (true) true else false
    val b = <!INVALID_IF_AS_EXPRESSION!>if<!> (true) else false
    val c = <!INVALID_IF_AS_EXPRESSION!>if<!> (true) true
    val d = <!INVALID_IF_AS_EXPRESSION!>if<!> (true) true else;
    val e = if (true) {}",// !DIAGNOSTICS: -UNUSED_VARIABLE,29b8
fun box(),": String {
    var r = test()
    if (r != ""01"") throw AssertionError(r.toString())
    return ""OK""
}",// WITH_STDLIB,4f27
fun box(),": String {
    for (i in 1..7 step 2) {
    }","// TARGET_BACKEND: JVM_IR

// IMPORTANT!
// Please, when your changes cause failures in bytecodeText tests for 'for' loops,
// examine the resulting bytecode shape carefully.
// Range and progression-based loops generated with Kotlin compiler should be
// as close as possible to Java counter loops ('for (int i = a; i < b; ++i) { ... }').
// Otherwise it may result in performance regression due to missing HotSpot optimizations.
// Run Kotlin compiler benchmarks (https://github.com/Kotlin/kotlin-benchmarks)
// with compiler built from your changes if you are not sure.",4f27
fun test(list: ArrayList<Some>),"{
    JavaClass.foo(list)
}","// FULL_JDK
// FILE: JavaClass.java",cdc5
fun foo(),= 1,"// FIR_IDENTICAL
// !LANGUAGE: +ContextReceivers",519f
fun foo(),"{
    val result: A<String> = A<String> { x, y -> 1 }","// FIR_IDENTICAL
// !DIAGNOSTICS: -UNUSED_VARIABLE -UNUSED_ANONYMOUS_PARAMETER

// FILE: A.java",519f
fun test(),"{
        foo()
    }",// FILE: a.kt,fe98
fun foo(),"{
        result = ""OK""
    }",// FILE: b.kt,519f
fun foo(),": String
}

interface CompositeCodeBlock: CodeBlock {
    override : String {
        return ""OK""
    }","// MODULE: lib
// FILE: A.kt",519f
fun test(),": String {
        return a + inlineFun()
    }","// WITH_STDLIB
// WORKS_WHEN_VALUE_CLASS
// LANGUAGE: +ValueClasses, +GenericInlineClassParameter",fe98
fun foo(),{},// FILE: a.kt,519f
fun box(),": String {
    val list1 = ArrayList<Int>()
    val range1 = 8 downTo 3 step 2
    for (i in range1) {
        list1.add(i)
        if (list1.size > 23) break
    }","// Auto-generated by org.jetbrains.kotlin.generators.tests.GenerateRangesCodegenTestData. DO NOT EDIT!
// WITH_STDLIB",4f27
fun t<caret>tt(),"{
    @Anno(""property $prop"")
    var <@Anno(""type parameter $prop"") T : @Anno(""bound $prop"") List<@Anno(""nested bound $prop"") String>> @receiver:Anno(""receiver $prop"") @Anno(
        ""receiver type $prop""
    ) List<@Anno(""nested receiver type $prop"")>.variableToResolve: @Anno(""return type $prop"") Collection<@Anno(""nested return type $prop"") List<@Anno(
        ""nested nested return type $prop""
    ) Int>>
    @Anno(""getter $prop"")
    get() = ""str""
    @Anno(""setter $prop"")
    set(@Anno(""setter parameter $prop"") value) = Unit
}",// BODY_RESOLVE,0146
fun foo(),": String = ""","// WITH_STDLIB
// WORKS_WHEN_VALUE_CLASS
// LANGUAGE: +ValueClasses",519f
fun generateComponentFunctions(),"{
            var componentIndex = 1
            for ((sourceNode, firProperty) in zippedParameters) {
                if (!firProperty.isVal && !firProperty.isVar) continue
                val name = Name.identifier(""component$componentIndex"")
                componentIndex++
                val componentFunction = buildSimpleFunction {
                    source = sourceNode?.toFirSourceElement(KtFakeSourceElementKind.DataClassGeneratedMembers)
                    moduleData = baseModuleData
                    origin = FirDeclarationOrigin.Synthetic.DataClassMember
                    returnTypeRef = firProperty.returnTypeRef.copyWithNewSourceKind(KtFakeSourceElementKind.DataClassGeneratedMembers)
                    this.name = name
                    status = FirDeclarationStatusImpl(firProperty.visibility, Modality.FINAL).apply {
                        isOperator = true
                    }","// Refer to (IR utils or FIR backend) DataClassMembersGenerator for generating equals, hashCode, and toString",c9e8
fun foo(),{},"// FIR_IDENTICAL
//KT-2069 Cannot call super method when superclass has type parameters",519f
fun box(),": String {
    return test(Foo(""OK"")::a)
}",// FILE: 2.kt,4f27
fun box(),": String {
    val x = MyNumber('*'.code).toChar()
    if (x != '*') return ""Fail 1: $x""

    val y = java.lang.Integer('+'.code).toChar()
    if (y != '+') return ""Fail 2: $y""

    return ""OK""
}","// TARGET_BACKEND: JVM_IR
// ISSUE: KT-23447
// WITH_STDLIB

// FILE: MyNumber.java",4f27
fun bar(),": String = ""","// EXPECTED_REACHABLE_NODES: 1265
// RUN_PLAIN_BOX_FUNCTION
// INFER_MAIN_MODULE
// SKIP_MINIFICATION
// SKIP_NODE_JS
// SKIP_DCE_DRIVEN

// MODULE: exportProtectedMembers
// FILE: lib.kt",66c3
fun foo(),{},"// FIR_IDENTICAL
// ISSUE: KT-57211",519f
fun foo(),: Char = ',// EXPECTED_REACHABLE_NODES: 1293,519f
fun get(i: Int),= 0,// !DIAGNOSTICS: -UNUSED_PARAMETER,e829
fun box(),": String {
    assertEquals(3, A::class.constructors.size)
    assertEquals(1, B::class.constructors.size)

    assertTrue(Collections.disjoint(A::class.members, A::class.constructors))
    assertTrue(Collections.disjoint(B::class.members, B::class.constructors))

    assertEquals(1, C.Nested::class.constructors.size)
    assertEquals(1, C.Inner::class.constructors.size)

    return ""OK""
}","// TARGET_BACKEND: JVM

// WITH_REFLECT",4f27
fun getPackage(),= j,// EXPECTED_REACHABLE_NODES: 1303,5656
fun memberFun(),"val memberProp: Int
    class Nested
    inner class Inner
}
actual <!EXPECT_AND_ACTUAL_IN_THE_SAME_MODULE!>class CommonClass<!> {
    actual  {}","// MODULE: common
// TARGET_PLATFORM: Common",a83f
fun <K> id(x: K),: K = x,"// TARGET_BACKEND: JVM_IR
// IGNORE_BACKEND_K1: JVM_IR",cbda
fun suspendWithValue(v: String),: String = s,"// WITH_STDLIB
// WITH_COROUTINES
// JVM_ABI_K1_K2_DIFF: KT-63864",57d2
fun main(args: Array<String>),"{
    for (arg in args)
        println(arg)

    // or
    println()
    for (i in args.indices)
        println(args[i])
}","// MAIN_ARGS: [a,b,c]",5b61
fun test(),"= """,// FIR_IDENTICAL,fe98
fun intArray(),= i,"// IMPORTANT!
// Please, when your changes cause failures in bytecodeText tests for 'for' loops,
// examine the resulting bytecode shape carefully.
// Range and progression-based loops generated with Kotlin compiler should be
// as close as possible to Java counter loops ('for (int i = a; i < b; ++i) { ... }').
// Otherwise it may result in performance regression due to missing HotSpot optimizations.
// Run Kotlin compiler benchmarks (https://github.com/Kotlin/kotlin-benchmarks)
// with compiler built from your changes if you are not sure.",3346
fun foo(),= 1,"// FIR_IDENTICAL
// Functions can be recursively annotated",519f
fun applySomething(build: Build),= w,"// JVM_ABI_K1_K2_DIFF: KT-63960, KT-63963, KT-63964",d498
fun box(),= O,// !LANGUAGE: +ProperVisibilityForCompanionObjectInstanceField,4f27
fun box(),": String {
    z = Test(1)
    z += 1
    if (result.result != 2) return ""fail 1: ${result.result}",// FILE: 2.kt,4f27
fun f(),{},"// TARGET_BACKEND: JVM
// LANGUAGE: +MultiPlatformProjects
// MODULE: m1-common
// FILE: common.kt",f6fb
fun box(),": String {
    val t1: Any = ""3""
    val t2: Any = 3
    val t3: Any = ""4""
    val t4: Any = 4
    if (t3 == t4) return ""fail""
    return if (t1 != t2) ""OK"" else ""fail""
}",// EXPECTED_REACHABLE_NODES: 1280,4f27
fun <T> id(x: T),: T = x,"// WITH_STDLIB
// WORKS_WHEN_VALUE_CLASS
// LANGUAGE: +ValueClasses",2066
fun bar(j: J),= <,"// SKIP_TXT
// !LANGUAGE: -EnhanceNullabilityOfPrimitiveArrays
// FILE: J.java",bb32
fun <T> refreshOnUpdate(initialValue: T),= R,"// FIR_IDENTICAL
// !DIAGNOSTICS: -UNUSED_PARAMETER",8827
fun foo(),": Int {
    var sum = 0
    for (c in ""239"")
        sum += (c.toInt() - '0'.toInt())
    return sum
}",// WITH_STDLIB,519f
fun foo(),": Int {
    return when (J.create()) {
        J.A -> 1
        J.B -> 2
        else -> 0
    }",// FIR_IDENTICAL,519f
fun foo(),"}

fun box(): String {
    try {
        WithNative().foo()
        return ""Link error expected""
    }","// TARGET_BACKEND: JVM
// IGNORE_BACKEND: ANDROID

// FULL_JDK",519f
fun box(),": String {
    val ok = Result.success(""OK"")
    return ok.getOrNull()!!
}",// WITH_STDLIB,4f27
fun yield(k: K),{},// ISSUE: KT-65341,ffca
fun exportedFun(),= 1,"// CHECK_TYPESCRIPT_DECLARATIONS
// RUN_PLAIN_BOX_FUNCTION
// SKIP_MINIFICATION
// SKIP_NODE_JS
// INFER_MAIN_MODULE

// MODULE: JS_TESTS
// FILE: file1.kt",b752
"fun execFullPathsInMessages(errStream: PrintStream, args: Array<String>)",": ExitCode {
        return exec(errStream, Services.EMPTY, MessageRenderer.PLAIN_FULL_PATHS, args)
    }",// Used via reflection in KotlinCompilerBaseTask,151b
fun existingMethodInBase(),"}

expect open class Foo : Base {
    fun existingMethod()
    val existingParam: Int
}","// WITH_STDLIB
// MODULE: m1-common
// FILE: common.kt",d06e
fun existingMethodInBase(),{},"// MODULE: m2-jvm()()(m1-common)
// FILE: jvm.kt",d06e
fun foo(list: List<Int>),"{
    val result: List<String> = list.map { a<caret>v }","// WITH_STDLIB
// IGNORE_FE10",8ac6
fun box(),": String {
    assertEquals(atanh(-1.0), Double.NEGATIVE_INFINITY)
    assertEquals(atanh(0.0), 0.0)
    assertEquals(atanh(0.5), 0.5493061443340548)
    assertEquals(atanh(1.0), Double.POSITIVE_INFINITY)

    assertEquals(js(""Math.atanh.called""), true)

    return ""OK""
}","// WITH_STDLIB
// TARGET_BACKEND: JS_IR
// FILE: main.js",4f27
fun foo(),= b,// FIR_IDENTICAL,519f
fun foo(),: Int = 0,// !DIAGNOSTICS: -UNUSED_EXPRESSION -UNUSED_PARAMETER,519f
fun plus(x : String),": MyString {
        s += x
        return this
    }",//KT-3869 Loops and finally: outer finally block not run,e6e1
fun box(),": String {
    var result = """"
    // See KT-14399
    listOf(Station(""O"", ""K"", 56)).forEachIndexed { i, (id, name, distance) -> result += ""$id$name$distance"" }",// WITH_STDLIB,4f27
fun get(),"fun interface Sam<T> {
    : T
}","// KOTLIN_CONFIGURATION_FLAGS: SAM_CONVERSIONS=CLASS
// WITH_SIGNATURES
// FILE: t.kt",7383
fun <R> select(vararg x: R),= x,"// !DIAGNOSTICS: -UNUSED_PARAMETER
// Issues: KT-36816",1050
fun runTest1(),"{
    val worker = Worker.start()

    assertEquals(1, topInt)
    assertEquals(""string"", topString)
    assertEquals(42, topData.x)
    assertEquals(43, topSharedData.x)
    assertEquals(""top"", topSharedStringWithGetter)

    worker.execute(TransferMode.SAFE, { -> }","// OUTPUT_DATA_FILE: worker10.out
// DISABLE_NATIVE: gcType=NOOP
// FREE_COMPILER_ARGS: -opt-in=kotlin.experimental.ExperimentalNativeApi,kotlin.native.runtime.NativeRuntimeApi,kotlinx.cinterop.ExperimentalForeignApi",572a
fun <T> listOf(),: List<T> = n,"// !CHECK_TYPE
// !DIAGNOSTICS: -UNUSED_PARAMETER -UNUSED_ANONYMOUS_PARAMETER -UNUSED_VARIABLE",313f
fun get(),": Step
}

class Outer(val k: String) {
    val obj = object : GetStep {
        override : Step = Step(::test)
    }","// TARGET_BACKEND: JVM
// JVM_TARGET: 1.8
// SAM_CONVERSIONS: INDY

// FILE: privateOuterClassMemberFun.kt",7383
fun foo(),"= ""","// WITH_STDLIB
// TARGET_BACKEND: JS_IR
// TARGET_BACKEND: JS_IR_ES6
// RUN_PLAIN_BOX_FUNCTION
// INFER_MAIN_MODULE

// MODULE: lib
// FILE: lib.kt",519f
fun bar(),{},"// ISSUE: KT-46072

// Case 1",66c3
fun box(),": String {
    val p = J::foo
    assertEquals(""foo"", p.name)

    val j = J()
    p.set(j, ""OK"")
    return p.get(j)
}","// TARGET_BACKEND: JVM
// !LANGUAGE: +ReferencesToSyntheticJavaProperties

// WITH_STDLIB
// FILE: J.java",4f27
fun box(),": String {
    return if (D(0).b == 2) ""OK"" else ""fail""
}",// EXPECTED_REACHABLE_NODES: 1289,4f27
fun contains(element: T),": Boolean {
        TODO(""Not yet implemented"")
    }","// WITH_STDLIB

// FILE: test/B.java",4930
fun zzz(value: T),": Unit
}

class Bbb<T>() : Aaa<T> {
    override  { }",// FIR_IDENTICAL,2fe1
fun pi_fun(),{},//------------,9948
fun f(),= o,"// EXPECTED_REACHABLE_NODES: 1302
// MODULE: lib
// FILE: lib.kt",f6fb
fun o(),{},"// SKIP_WHEN_OUT_OF_CONTENT_ROOT
// MODULE: lib
// MODULE_KIND: LibraryBinary
// FILE: lib.kt",1549
fun test(),= B,// FIR_IDENTICAL,fe98
fun foo(),": String
}

<!APPROXIMATED_LOCAL_TYPE_WILL_BECOME_NULLABLE!>fun bar(condition: Boolean)<!> /*: I? */ =
    i","// ISSUE: KT-30054
// !LANGUAGE: -KeepNullabilityWhenApproximatingLocalType",519f
fun foo(),"{
    test().
    test().
    fail()
}",// WITH_STDLIB,519f
fun toString(),= s,"// EXPECTED_REACHABLE_NODES: 1117
// IGNORE_BACKEND: JS",a535
fun case1(),"{
    <!DEBUG_INFO_CALL(""fqName: libPackageCase1.listOf; typeCall: function"")!>listOf(elements = arrayOf(1))<!>
}","// FIR_IDENTICAL
// !DIAGNOSTICS: -UNUSED_VARIABLE -ASSIGNED_BUT_NEVER_ACCESSED_VARIABLE -UNUSED_VALUE -UNUSED_PARAMETER -UNUSED_EXPRESSION
// SKIP_TXT",7602
fun <T> listOf(vararg elements: T),: List<T> = T,// FILE: Lib1.kt,c1aa
fun box(),": String {
    var foo = { 1 }",//KT-4656 Wrong capturing a function literal variable,4f27
fun box(),": String {
    val a: A<String> = B()
    a.x = ""OK""
    return a.x
}","// JVM_ABI_K1_K2_DIFF: KT-63850, KT-63854",4f27
"fun removeRange(fromIndex: Int, toIndex: Int)",fun addAll(elements: FastArrayList<E>): Boolean = a,"// FIR_IDENTICAL
// WITH_STDLIB

// MODULE: m1-common
// FILE: common.kt",4fa1
fun foo(),"}
    }
}

// MODULE: m1-jvm()()(m1-common)
// FILE: jvm.kt
actual class A {
    actual class B {
        actual class C {
            actual fun <!ACTUAL_ANNOTATIONS_NOT_MATCH_EXPECT!>foo<!>() {}","// MODULE: m1-common
// FILE: common.kt",519f
fun box(),": String {
    return Z().f()
}","// TARGET_BACKEND: JVM_IR
// ISSUE: KT-65592

// FILE: A.java",4f27
fun foo(),"{
    p<caret>rintln()
}","// MODULE: dependency
// MODULE_KIND: LibraryBinary
// FILE: Declaration.kt",519f
fun box(),": String {
    val c = 3
    val d = 5
    var z = 0
    when(c) {
        5, 3 -> z++;
        else -> {
            z = -1000;
        }",// EXPECTED_REACHABLE_NODES: 1282,4f27
fun removeAllScriptSessions(),"{
        ApplicationManager.getApplication().assertWriteAccessAllowed()

        removeAllScriptSessionsFrom(sourceCache)
        removeAllScriptSessionsFrom(binaryCache)
    }",// Removing script sessions is only needed temporarily until KTIJ-25620 has been implemented.,32e5
"fun test(a: Char, b: Char)",": String {
    var s = """"
    for (i in a until b) {
        s += i
    }","// IMPORTANT!
// Please, when your changes cause failures in bytecodeText tests for 'for' loops,
// examine the resulting bytecode shape carefully.
// Range and progression-based loops generated with Kotlin compiler should be
// as close as possible to Java counter loops ('for (int i = a; i < b; ++i) { ... }').
// Otherwise it may result in performance regression due to missing HotSpot optimizations.
// Run Kotlin compiler benchmarks (https://github.com/Kotlin/kotlin-benchmarks)
// with compiler built from your changes if you are not sure.",1436
fun box(),": String {
    assertEquals(""Companion"", C.Companion.result)
    return OK.result
}","// TARGET_BACKEND: JVM

// WITH_STDLIB",4f27
fun test(),"{
    val buildee = build {
        typeVariableMutableProperty = {}","// ISSUE: KT-54400
// CHECK_TYPE_WITH_EXACT",fe98
fun deserializeIrTypeData(proto: ProtoType),": IrType {
        return when (proto.kindCase) {
            DNN -> deserializeDefinitelyNotNullType(proto.dnn)
            SIMPLE -> deserializeSimpleType(proto.simple)
            LEGACYSIMPLE -> deserializeLegacySimpleType(proto.legacySimple)
            DYNAMIC -> deserializeDynamicType(proto.dynamic)
            ERROR -> deserializeErrorType(proto.error)
            else -> error(""Unexpected IrType kind: ${proto.kindCase}",// TODO support general case of intersection type,87e1
fun foo(x: Number),"{
    when (x as Int) {
        else -> checkSubtype<Int>(x)
    }",// !CHECK_TYPE,0744
fun make(x: String),"fun interface MakeC {
    : C
}","// TARGET_BACKEND: JVM
// JVM_TARGET: 1.8
// SAM_CONVERSIONS: INDY

// CHECK_BYTECODE_TEXT
// JVM_IR_TEMPLATES
// 0 java/lang/invoke/LambdaMetafactory
// 1 final synthetic class ConstructorReferenceKt\$box\$1",76f6
fun b(),"{
        class C<S> {
            fun f() {
                fun g(t: T): S? = null
            }",// WITH_SIGNATURES,4df1
fun bar(b: A<String>),{},"// FULL_JDK
// LANGUAGE: -JavaTypeParameterDefaultRepresentationWithDNN
// ISSUE: KT-65184

// FILE: A.java",dfb1
fun bar(),": String
}

expect inline class Foo2(val x: Int)

expect <!ABSENCE_OF_PRIMARY_CONSTRUCTOR_FOR_VALUE_CLASS, ABSENCE_OF_PRIMARY_CONSTRUCTOR_FOR_VALUE_CLASS{JVM}","// !LANGUAGE: +InlineClasses, -JvmInlineValueClasses
// MODULE: m1-common
// FILE: common.kt",66c3
fun foo(),"}

expect class ValueInsideTypealias {
    @Ann
    val value: String
}","// WITH_STDLIB
// MODULE: m1-common
// FILE: common.kt",519f
fun testValFromOtherModule(),"{
    js(<!JSCODE_CAN_NOT_VERIFY_JAVASCRIPT!>""var ${<!JSCODE_ARGUMENT_NON_CONST_EXPRESSION!>valFromOtherModule<!>}","// FIR_DIFFERENCE
// The difference is okay: K1 and K2 report a bit differently
// ERROR_POLICY: SEMANTIC

// MODULE: lib1
// FILE: A.kt",e2d0
fun clear(),"{
        throw UnsupportedOperationException()
    }","// SKIP_JDK6
// TARGET_BACKEND: JVM
// FULL_JDK
// WITH_STDLIB",44a6
fun main(),"{
        HashMap<String, T>()[""""]
    }",// KOTLIN_CONFIGURATION_FLAGS: +JVM.DISABLE_PARAM_ASSERTIONS,d987
fun foo(),"{
            Inner()
        }","// FIR_IDENTICAL
// SKIP_TXT",519f
"fun getOptions(enabledCompilerPlugins: List<String>, compilerPluginOptions: List<String>)",": List<String>?

    protected open fun getOptions(
        mavenProject: MavenProject,
        enabledCompilerPlugins: List<String>,
        compilerPluginOptions: List<String>
    ): List<String>? = g","// WITH_STDLIB
// LINK_VIA_SIGNATURES_K1
// DUMP_SIGNATURES

// MODULE: maven
// FILE: MavenProject.kt",e7b6
fun test(),: Unit {},// JVM_TARGET: 11,fe98
fun test(),"{
    // @NotNull platform type
    val platformNN = J.staticNN
    // @Nullable platform type
    val platformN = J.staticN
    // platform type with no annotation
    val platformJ = J.staticJ

    val a: Any? = null

    if (<!SENSELESS_COMPARISON!>platformNN !== null<!>) {}","// !DIAGNOSTICS: -UNUSED_EXPRESSION

// FILE: J.java",fe98
fun add(s: String),: Boolean = t,// TARGET_BACKEND: JVM,39e3
"fun get(i: Int, j: Int, k: Int)",= v,// WITH_STDLIB,3dc1
fun testIncrementorObjC(),"{
    val incrementor = IncrementorViaObjC()
    assertEquals(0, incrementor.counter.intValue)

    incrementor.increment()
    assertEquals(1, incrementor.counter.intValue)

    incrementor.incrementBy(NSNumber.numberWithInt(3))
    assertEquals(4, incrementor.counter.intValue)

    incrementor.counter = NSNumber.numberWithInt(7)
    assertEquals(7, incrementor.counter.intValue)

    incrementor.incrementBy(NSNumber.numberWithInt(2))
    assertEquals(9, incrementor.counter.intValue)

    val otherIncrementor = Incrementor()
    incrementor.incrementOtherBy(otherIncrementor, NSNumber.numberWithInt(5))
    assertEquals(9, incrementor.counter.intValue)
    assertEquals(5, otherIncrementor.counter.intValue)
}","// Doing everything testIncrementorKt does, but via ObjC dynamic dispatch",8044
