signature,body,docstring,id
fun foo(a: Any),"{
    if (a is A) {
        if (a == (a == 1)) {
            println(1)
        }",// ISSUE: KT-35134,e406
fun box(),": String {
    when(En.A) {
        En.A -> ""s1""
        En.B -> ""s2""
    }",,4f27
No signature found,"fun CombinationContext.enumsTestMatrix() {
    val enums = defineEnums(
        SerializerKind.entries.toSet(),
        setOf(FILE_ROOT, NESTED)
    ) {
        entries(""A"", ""B"")
        descriptorAccessing(*DescriptorAccessing.entries.toTypedArray())
    }",,6e1f
No signature found,fun String.jsId() = C,,6e1f
No signature found,fun String.callableId(packageName: FqName) = C,,6e1f
fun platformTest(),"}

// FILE: main.kt
import common.*
import kotlin.test.Test

actual class PlatformTest {
    @Test actual  {}","// EXPECTED_REACHABLE_NODES: 1697
// !LANGUAGE: +MultiPlatformProjects
// TARGET_FRONTEND: ClassicFrontend
// FIR status: expect/actual in one module
// KJS_WITH_FULL_RUNTIME
// SKIP_DCE_DRIVEN
// RUN_UNIT_TESTS
// ES_MODULES

// FILE: lib.kt",5226
fun someOtherTest(),{},,23d9
fun box(),= c,,4f27
fun invoke(),"fun interface KRunnable {
    
}",,0a26
fun accept(value: T),"fun interface KConsumer<T> {
    
}",,e305
fun foo(f: KRunnable),= f,,a9ca
fun <T> bar(f: KConsumer<T>),= f,,7aa7
fun box(),": String {
    var result = """"
    foo(KRunnable {
        bar(KConsumer<String> {
            result += it
        }",,4f27
No signature found,"fun <T, R> use(x: (T) -> R): (T) -> R = x",,6e1f
fun foo(),= u,,519f
fun bar(x: String),= 1,,4de0
fun loop1(),= u,,da25
fun loop2(),= <,,9cac
No signature found,fun <F> F.<!UNRESOLVED_REFERENCE!>X<!>.f(): Boolean = f,"// FIR_IDENTICAL
// ISSUE: KT-56212",6e1f
fun test(p: T),{},"// FIR_IDENTICAL
// !JVM_TARGET: 1.8",bfc4
fun getX(),": Int
}

abstract class C : T {
    val x: Int
        <!ACCIDENTAL_OVERRIDE!>get() = 1<!>
}",// FIR_IDENTICAL,5bf4
fun setUp(),"{
        super.setUp()

        FileTypeFileViewProviders.INSTANCE.addExplicitExtension(JavaClassFileType.INSTANCE, ClassFileViewProviderFactory())

        ClassFileDecompilers.getInstance().EP_NAME.point.apply {
            registerExtension(KotlinClassFileDecompiler(), LoadingOrder.FIRST, testRootDisposable)
            registerExtension(KotlinBuiltInDecompiler(), LoadingOrder.FIRST, testRootDisposable)
        }",,3705
fun getStubToTest(classFile: VirtualFile),": PsiFileStub<*> {
        val decompiledFile = PsiManager.getInstance(project).findFile(classFile)
            ?: error(""No decompiled file was found for $classFile"")
        return KtFileStubBuilder().buildStubTree(decompiledFile) as PsiFileStub<*>
    }",,4cfa
No signature found,"fun f(b: B<*, Any>) {
    val y = b.t
    if (y is String?) {
        y<!UNSAFE_CALL!>.<!>length
    }",,6e1f
fun main(),"{
    f(C(""hello""))
    f(C(null))
}",,d987
"fun doTestByMainFile(mainFile: KtFile, mainModule: KtTestModule, testServices: TestServices)","{
        val actual = analyseForTest(mainFile.declarations.first()) {
            val type = getType(mainFile, mainModule, testServices)

            buildString {
                appendLine(DebugSymbolRenderer(renderTypeByProperties = true).renderType(type))

                appendLine()
                appendLine(""Rendered type:"")
                appendLine(type.render(position = Variance.INVARIANT))
            }",,5016
fun A_X(),{},// !LANGUAGE: -ProhibitVisibilityOfNestedClassifiersFromSupertypesOfCompanion,0645
fun A_Y(),{},,afbb
fun A_C_X(),{},,1af8
fun A_C_Z(),{},,670f
fun B_Y(),{},,3cb1
fun B_Z(),{},,3f02
fun C_C_Y(),{},,1a63
fun C_C_Z(),{},,6367
fun test(),": Int {
    val d: Any?
    d = true
    return d.compareTo(false)
}",// JVM_TARGET: 1.8,fe98
fun box(),": String =
    i",,4f27
No signature found,"fun foo(p0 : String?, p1 : List<Map.Entry<String, String>>?) : String? = """,,6e1f
fun describeContents(),= 1,"// CURIOUS_ABOUT describeContents
// WITH_STDLIB",5ed2
fun toString(),": String =
            j","// TARGET_BACKEND: JVM
// WITH_STDLIB

// FILE: kt46578_anonObject.kt",a535
fun box(),": String {
    return Derived().anonObject.toString()
}",,4f27
No signature found,"fun <@Anno(""type parameter $prop"") T : @Anno(""bound type $prop"") List<@Anno(""nested bound type $prop"") String>> @receiver:Anno(""receiver $prop"") @Anno(""receiver type $prop"")
List<@Anno(""nested receiver type $prop"") List<@Anno(""nested nested receiver type $prop"") Int>>.func<caret>tion(@Anno(""parameter $prop"") param: @Anno(""parameter type $prop"") Collection<@Anno(""nested parameter type $prop"") List<@Anno(""nested nested parameter type $prop"") String>> = 1",,6e1f
fun foo(),: Any = 0,,519f
No signature found,"fun <T, R> T.mylet(block: (T) -> R): R {
    return block(this)
}","// WITH_STDLIB
// FILE: 1.kt",6e1f
fun foo(root: String),"{
    try {
        root.let { _ ->
            try {
                if (!random()) {
                    message += root
                    return
                }",// FILE: 2.kt,8b32
fun random(),= i,,6a79
fun box(),": String {
    foo(""OK"")
    if (message != ""OK Finally block"") return ""fail 1: $message""

    message = """"
    exception = true
    foo(""OK"")
    if (message != ""Exception Finally block"" ) return ""fail 2: $message""

    return ""OK""
}",,4f27
fun createCompilerArguments(context: CreateCompilerArgumentsContext),= c,,678f
fun keep(vararg fqn: String),"{
        keep += fqn
    }",,4804
fun performDce(inputChanges: InputChanges),"{
        validateCompilerClasspath()
        // in case of explicit `all` strategy do not perform incremental copy
        val shouldPerformIncrementalCopy = isDevMode && !isExplicitDevModeAllStrategy

        val classpathFiles = if (shouldPerformIncrementalCopy) {
            inputChanges.getFileChanges(libraries)
                .filter { it.changeType == ChangeType.MODIFIED || it.changeType == ChangeType.ADDED }",,64f0
fun isDceCandidate(file: File),": Boolean {
        if (file.extension == ""jar"") {
            return true
        }",,f3ef
"fun setupCompilerArgs(args: K2JSDceArguments, defaultsOnly: Boolean, ignoreClasspathResolutionErrors: Boolean)","{
        @Suppress(""DEPRECATION_ERROR"")
        super.setupCompilerArgs(args, defaultsOnly, ignoreClasspathResolutionErrors)
    }",,eedc
No signature found,"fun <E> buildSmartList(build: MutableList<E>.() -> Unit): List<E> =
    S",,6e1f
fun explicitType(),": @Anno(""explicit type $constant"") List<@Anno(""nested explicit type $constant"") List<@Anno(""nested nested explicit type $constant"") T>>? = n",// MEMBER_NAME_FILTER: resolveMe,12bc
No signature found,"fun CirNodeRelationship.plus(other: CirNodeRelationship): Composite {
                if (this is Composite) {
                    return if (other is Composite) {
                        Composite(this.relationships + other.relationships)
                    }",,6e1f
No signature found,"fun ParentNode(node: CirNode<*, *>?): ParentNode? = i",,6e1f
fun run(),"fun test(noinline c: () -> Unit) {
    c()
    val o = object: Runnable {
        override  {
            c()
        }","// !DIAGNOSTICS: -UNUSED_VARIABLE -NOTHING_TO_INLINE
// SKIP_TXT
// WITH_COROUTINES",354f
fun calculate(),"= """,,b1fe
fun box(),"{
    test {
        <!ILLEGAL_SUSPEND_FUNCTION_CALL!>calculate<!>()
    }",,4f27
fun box(),": String {
    val s = StringBuilder()

    val xs = StringBuilder(""abcd"")

    for ((index, x) in xs.withIndex()) {
        s.append(""$index:$x;"")
        xs.setLength(0)
    }",// WITH_STDLIB,4f27
No signature found,"fun interestedIn(key: GeneratedDeclarationKey?): Boolean {
        return key == CompanionGenerator.Key
    }",,6e1f
No signature found,"fun generateBodyForFunction(function: IrSimpleFunction, key: GeneratedDeclarationKey?): IrBody {
        val const = IrConstImpl(-1, -1, irBuiltIns.intType, IrConstKind.Int, value = 10)
        val returnStatement = IrReturnImpl(-1, -1, irBuiltIns.nothingType, function.symbol, const)
        return irFactory.createBlockBody(-1, -1, listOf(returnStatement))
    }",,6e1f
No signature found,"fun generateBodyForConstructor(constructor: IrConstructor, key: GeneratedDeclarationKey?): IrBody? {
        return generateBodyForDefaultConstructor(constructor)
    }",,6e1f
No signature found,"fun output(string: String, indent: Int = 0",,6e1f
"fun makeElementDefinition(element: ExportedElement, kind: DefinitionKind, indent: Int)","{
        when (kind) {
            DefinitionKind.C_HEADER_DECLARATION -> {
                when {
                    element.isTopLevelFunction -> {
                        val (name, declaration) = element.makeTopLevelFunctionString()
                        exportedSymbols += name
                        output(declaration, 0)
                    }",,f211
No signature found,fun ExportedElementScope.hasNonEmptySubScopes(): Boolean = e,,6e1f
"fun makeScopeDefinitions(scope: ExportedElementScope, kind: DefinitionKind, indent: Int)","{
        if (!scope.hasNonEmptySubScopes())
            return
        if (kind == DefinitionKind.C_HEADER_STRUCT) output(""struct {"", indent)
        if (kind == DefinitionKind.C_SOURCE_STRUCT) output("".${scope.name}",,fe90
"fun defineUsedTypesImpl(scope: ExportedElementScope, set: MutableSet<KotlinType>)","{
        scope.elements.forEach {
            it.addUsedTypes(set)
        }",,e678
"fun defineUsedTypes(scope: ExportedElementScope, indent: Int)","{
        val usedTypes = mutableSetOf<KotlinType>()
        defineUsedTypesImpl(scope, usedTypes)
        val usedReferenceTypes = usedTypes.filter { typeTranslator.isMappedToReference(it) }",,c925
fun makeGlobalStruct(),"{
        val top = elements.scopes.first()
        outputStreamWriter = headerFile.printWriter()

        val exportedSymbol = ""${prefix}","// Add nullable primitives, which are used in prototypes of ""(*createNullable<PRIMITIVE_TYPE_NAME>)""",49c2
No signature found,"fun String.times(count: Int): String {
    val builder = StringBuilder()
    repeat(count, { builder.append(this) }",,6e1f
No signature found,"fun foo(s: String = ""","// WITH_STDLIB
// !DIAGNOSTICS: -UNUSED_PARAMETER",6e1f
fun foo(),"{
    }",,519f
No signature found,"fun hasAnnotation(
        classId: ClassId,
        useSiteTargetFilter: AnnotationUseSiteTargetFilter = A",,6e1f
No signature found,"fun annotationsByClassId(
        classId: ClassId,
        useSiteTargetFilter: AnnotationUseSiteTargetFilter = A",,6e1f
No signature found,"fun getClasspathChanges(
    classpath: List<File>,
    changedFiles: ChangedFiles.Known,
    lastBuildInfo: BuildInfo,
    modulesApiHistory: ModulesApiHistory,
    reporter: BuildReporter<GradleBuildTime, GradleBuildPerformanceMetric>,
    abiSnapshots: Map<String, AbiSnapshot>,
    withSnapshot: Boolean,
    caches: IncrementalCacheCommon,
    scopes: Collection<String>
): ChangesEither {
    val classpathSet = HashSet<File>()
    for (file in classpath) {
        when {
            file.isFile -> classpathSet.add(file)
            file.isDirectory -> file.walk().filterTo(classpathSet) { it.isFile }",,6e1f
fun analyzeJarFiles(),": ChangesEither {
            val symbols = HashSet<LookupSymbol>()
            val fqNames = HashSet<FqName>()

            for ((module, abiSnapshot) in abiSnapshots) {
                val actualAbiSnapshot = lastBuildInfo.dependencyToAbiSnapshot[module]
                if (actualAbiSnapshot == null) {

                    reporter.info { ""Some jar are removed from classpath $module"" }",,a8f8
fun analyzeHistoryFiles(),": ChangesEither {
            for (historyFile in historyFiles) {
                val allBuilds = BuildDiffsStorage.readDiffsFromFile(historyFile, reporter = reporter)
                    ?: return run {
                        reporter.info { ""Could not read diffs from $historyFile"" }",,d536
fun get(k: K),": V
    operator fun set(k: K, v: V)
}

fun test(m: MyMap<String, Int>) {
    ++<expr>m[""a""]</expr>
}",,4c56
fun iterator(),: UIntIterator = U,// !LANGUAGE: +InlineClasses,c20a
fun next(),": UInt {
        return UInt(intIterator.next()) // box inside bridge that returns java/lang/Object
    }",,cb14
fun hasNext(),": Boolean {
        return intIterator.hasNext()
    }",,2c39
fun uIntArrayOf(vararg u: Int),: UIntArray = U,,6129
fun test(),"{
    val a = uIntArrayOf(1, 2, 3, 4)
    for (element in a) {
        takeUInt(element)
    }",,fe98
fun takeUInt(u: UInt),{},,4d30
fun test(),"{
    J.c(Comparator { a, b -> b - a }","// FIR_IDENTICAL
// FILE: p/J.java",fe98
fun fo<caret>o(),"{
    class OriginalClass {
        val prop = 0

        @Anno(""function $prop"")
        fun <@Anno(""type param $prop"") F : @Anno(""bound $prop"") List<@Anno(""nested bound $prop"") List<@Anno(""nested nested bound $prop"") String>>> @receiver:Anno(""receiver annotation: $prop"") @Anno(""receiver type $prop"") Collection<@Anno(""nested receiver type $prop"") List<@Anno(""nested nested receiver type $prop"")String>>.explicitType(@Anno(""parameter annotation $prop"") param: @Anno(""parameter type $prop"") ListIterator<@Anno(""nested parameter type $prop"") List<@Anno(""nested nested parameter type $prop"")String>>): @Anno(""explicitType return type $prop"") List<@Anno(""explicitType nested return type $prop"") List<@Anno(""explicitType nested nested return type $prop"") Int>> = 0
    }",// BODY_RESOLVE,92b3
fun foo(),: T = v,,519f
fun test(arg: Generic<String>),"{
    val value = arg.value
    val foo = arg.foo()
    val length = foo.length + value.length
}",,fb32
No signature found,"fun Array<String>.test1(): Array<String> {
    val func = { i:Int  -> this}",,6e1f
No signature found,"fun Array<String>.test1Nested(): Array<String> {
    val func = { i: Int ->
        val lam = { this }",,6e1f
fun run(),"fun Array<String>.test2() : Array<String> {
    class Z2() {
        : Array<String> {
            return this@test2
        }",,354f
fun run(),"fun Array<String>.test2Nested() : Array<String> {
    class Z2() {
        : Array<String> {
            class Z3 {
                : Array<String> {
                   return this@test2Nested;
                }",,354f
fun local(),"fun Array<String>.test3(): Array<String> {
    : Array<String> {
        return this@test3
    }",,cb31
fun local(),"fun Array<String>.test3Nested(): Array<String> {
    : Array<String> {
        fun local2(): Array<String> {
            return this@test3Nested
        }",,cb31
fun run(),"fun Array<String>.test4() : Array<String> {
    return object {
                 : Array<String> {
                    return this@test4
                }",,354f
fun run(),"fun Array<String>.test4Nested() : Array<String> {
    return object {
         : Array<String> {
            return object {
                 : Array<String> {
                    return this@test4Nested
                }",,354f
No signature found,"fun Array<DoubleArray>.test1(): Array<DoubleArray> {
    val func = { i: Int -> this}",,6e1f
fun box(),": String {
    val array = Array<String>(2, { i -> ""${i}",,4f27
fun box(),": String {
    try {
        remove()
    }",// This test checks that bytecode optimizer doesn't crash on unreachable code.,4f27
fun remove(),"{
    throw Exception(""OK"")
    var captured = 0
    debug {
        captured = 1
    }",,6550
No signature found,"fun debug(f: () -> Unit) {
    f()
}",,6e1f
fun b(),: T = T,"// SKIP_TXT
// !DIAGNOSTICS: -UNUSED_PARAMETER",4df1
fun <Y> foo(c: A<Y>),: Y = T,,e25f
fun <E> main(a: A<E>),"{
    a <!UNCHECKED_CAST!>as A<B<*>><!>

    foo(<!DEBUG_INFO_SMARTCAST!>a<!>).b()
}",,5f65
fun <Y> foo(c: AOut<Y>),: Y = T,,851b
fun <E> mainOut(a: AOut<E>),"{
    a <!UNCHECKED_CAST!>as AOut<B<*>><!>

    foo(<!DEBUG_INFO_SMARTCAST!>a<!>).b()
}",,1284
fun doSomething(),: Boolean = t,// FIR_IDENTICAL,877b
fun next(),: SomeObject? = n,,cb14
fun list(start: SomeObject),"{
    var e: SomeObject?
    e = start
    do {
        // In theory smart cast is possible here
        // But in practice we have a loop with changing e
        // ?: should we ""or"" entrance type info with condition type info?
        if (!e<!UNSAFE_CALL!>.<!>doSomething())
            break
        // Smart cast here is still not possible
        e = e<!UNSAFE_CALL!>.<!>next()
    }",,c587
No signature found,"fun <R> doCall(block: ()-> R) : R {
    return block()
}",// FILE: 1.kt,6e1f
fun test1(b: Boolean),": String {
    val localResult = doCall local@ {
        if (b) {
            return@local ""local""
        }",// FILE: 2.kt,c566
fun test2(nonLocal: String),": String {
    val localResult = doCall {
        return nonLocal
    }",,3dc5
fun box(),": String {
    val test1 = test1(true)
    if (test1 != ""localResult=local"") return ""test1: ${test1}",,4f27
fun foo(),": Any?
}
interface Two {
    public : String?
}",// !DIAGNOSTICS: -CONFLICTING_JVM_DECLARATIONS,519f
fun foo(),": String
}

<!MANY_IMPL_MEMBER_NOT_IMPLEMENTED, MANY_IMPL_MEMBER_NOT_IMPLEMENTED, RETURN_TYPE_MISMATCH_ON_INHERITANCE!>class Test123<!>(val v1: One, val v2: Two, val v3: Three) : One by v1, Two by v2, Three by v3 { }",,519f
fun toString(),": String = ""","// FIR_IDENTICAL
// ISSUE: KT-62866
// WITH_STDLIB
// FIR_DUMP",a535
fun <T> take(it: T),: T = i,,877d
fun createEnvironment(),": KotlinCoreEnvironment {
        return createEnvironmentWithJdk(ConfigurationKind.JDK_ONLY, TestJdkKind.MODIFIED_MOCK_JDK)
    }",,4539
fun testLoadBuiltIns(),"{
        doTest(""newMethods"")
    }",,f357
No signature found,fun Short.foo(): Int = 1,,6e1f
No signature found,fun Int.foo(): Int = 2,,6e1f
No signature found,fun testRef(f: () -> Int) {},,6e1f
fun test(),"{
    // should resolve to Int.foo
    testRef(1::foo)
}",,fe98
fun box(),": String {
    val targets = A::class.java.getAnnotation(java.lang.annotation.Target::class.java).value
    if (targets.toList().toString() != ""[TYPE, FIELD, METHOD, PARAMETER, CONSTRUCTOR, LOCAL_VARIABLE, ANNOTATION_TYPE]"")
        return ""Fail: Java annotation target list should not contain TYPE_USE/TYPE_PARAMETER: ${targets.toList()}","// This test checks that we don't generate target TYPE_USE if `-Xno-new-java-annotation-targets` is used.
// It's important that this test depends on _full JDK_, which has ElementType.TYPE_USE, to check that filtering based on
// the compiler argument is taking place.

// TARGET_BACKEND: JVM
// IGNORE_BACKEND: JVM
// NO_NEW_JAVA_ANNOTATION_TARGETS
// FULL_JDK
// WITH_STDLIB",4f27
fun incrementModificationTrackers(includeBinaryTrackers: Boolean),"@TestOnly
    override fun publishGlobalModuleStateModification() {
        ApplicationManager.getApplication().assertWriteAccessAllowed()

        incrementModificationTrackers(includeBinaryTrackers = true)
        project.analysisMessageBus.syncPublisher(KotlinTopics.GLOBAL_MODULE_STATE_MODIFICATION).onModification()
    }",,a875
fun publishGlobalSourceModuleStateModification(),"{
        ApplicationManager.getApplication().assertWriteAccessAllowed()

        incrementModificationTrackers(includeBinaryTrackers = false)
        project.analysisMessageBus.syncPublisher(KotlinTopics.GLOBAL_SOURCE_MODULE_STATE_MODIFICATION).onModification()
    }",,bb98
fun publishGlobalSourceOutOfBlockModification(),"{
        ApplicationManager.getApplication().assertWriteAccessAllowed()

        incrementModificationTrackers(includeBinaryTrackers = false)
        project.analysisMessageBus.syncPublisher(KotlinTopics.GLOBAL_SOURCE_OUT_OF_BLOCK_MODIFICATION).onModification()
    }",,6952
fun foo(),": Int {
    var i: Int? = 42
    i = null
    return <!RETURN_TYPE_MISMATCH!>i + 1<!>
}",,519f
fun test(ls: Out<B>),"{
    ls.reduce(::Or)
}",// !DIAGNOSTICS: -UNUSED_PARAMETER,17d2
No signature found,"fun <S, T : S> Out<T>.reduce(operation: (S, T) -> S): S = T",,6e1f
fun foo(),= <,// StackOverflow,519f
fun beforeLoop(),"{
        super.beforeLoop()

        endVar = createLoopTempVariable(asmElementType)
    }",,df42
fun checkPostCondition(loopExit: Label),"{
        assert(endVar != -1) {
            ""endVar must be allocated, endVar = $endVar""
        }",,3010
fun checkPreCondition(loopExit: Label),{},,9287
fun loopParameter(),": StackValue =
        l",,b465
No signature found,"fun KotlinType.getPropertyGetterName(propertyName: String): String {
        // In case of unsigned ranges, getter methods for corresponding range/progression properties would be mangled.
        val propertyDescriptor = memberScope.getContributedVariables(Name.identifier(propertyName), NoLookupLocation.FROM_BACKEND)
            .singleOrNull()
            ?: throw AssertionError(""No '$propertyName' in member scope of type $this"")
        val getter = propertyDescriptor.getter
            ?: throw AssertionError(""Property has no getter: $propertyDescriptor"")
        return codegen.typeMapper.mapFunctionName(getter, OwnerKind.IMPLEMENTATION)
    }",,6e1f
fun main(),"{
    for (i in 0.. <n) {}",,d987
fun test_0(b: Boolean),: String = w,"// FIR_IDENTICAL
// !LANGUAGE: +ProhibitSimplificationOfNonTrivialConstBooleanExpressions
// ISSUE: KT-39883

// Should always work",17e4
fun test_1(b: Boolean),: String = <,,ff06
fun test_2(b: Boolean),: String = <,,9734
fun test_3(b: Boolean),: String = <,,148d
fun createPointer(),: KtSymbolPointer<KtPropertySetterSymbol> = w,,ffc4
fun createPointer(),: KtSymbolPointer<KtValueParameterSymbol> = w,,ffc4
No signature found,fun equals(other: Any?): Boolean = i,,6e1f
fun hashCode(),: Int = c,,6874
No signature found,"fun <T : Any?> foo(x: T) {
    if (x is String?) {
        x<!UNSAFE_CALL!>.<!>length

        if (x != null) {
            <!DEBUG_INFO_SMARTCAST!>x<!>.length
        }",,6e1f
fun foo(a: A),"{
    a.s4ClassRepresentation.length
}","// FIR_IDENTICAL
// SKIP_TXT
// FILE: A.java",05b4
fun f(),= 3,"// EXPECTED_REACHABLE_NODES: 1288
// FILE: A.kt",f6fb
fun box(),": String {
    return if ((A().f() + bar.A().f()) == 9) ""OK"" else ""fail""
}",,4f27
fun f(),= 6,// FILE: B.kt,f6fb
fun test(),"{
    val processor = AdapterProcessor<PsiMethod, PsiClass>(
        Function { method: PsiMethod? -> method?.containingClass }","// !DIAGNOSTICS: -UNUSED_VARIABLE

// FILE: Function.java",fe98
No signature found,"fun <K> foo0(x: K?, y: Bar<K>) {}",// !DIAGNOSTICS: -UNUSED_PARAMETER -UNUSED_EXPRESSION -UNUSED_VARIABLE,6e1f
No signature found,"fun <K> foo1(x: K?, y: Foo<Bar<K>>) {}",,6e1f
No signature found,"fun <K, T: K> foo2(x: K?, y: Foo<Bar<T>>) {}",,6e1f
No signature found,"fun <T, K: T> foo3(x: K?, y: Foo<Bar<T>>) {}",,6e1f
No signature found,"fun <K> foo4(x: K?, y: Foo<Bar<out K>>) {}",,6e1f
No signature found,"fun <K> foo5(x: K?, y: Bar<in K>) {}",,6e1f
No signature found,"fun <K> foo6(x: K?, y: OutBar<K>) {}",,6e1f
No signature found,"fun <K> foo7(x: K?, y: InBar<K>) {}",,6e1f
No signature found,"fun <T, K: T, S: K, M: S> foo8(x: T?, y: Foo<Bar<M>>) {}",,6e1f
No signature found,"fun <T, K: T, S: K, M: S> foo9(x: M?, y: Foo<Bar<T>>) {}",,6e1f
No signature found,"fun <T: J, K: T, S: K, M: S, J: L, L> foo10(x: L?, y: Foo<Bar<T>>, z: Bar<M>) {}",,6e1f
No signature found,"fun <T: J, K: T, S: K, M: S, J: L, L> foo11(x: M?, y: Foo<Bar<T>>, z: Bar<L>) {}",,6e1f
No signature found,"fun <K: Any> foo12(x: K?, y: Bar<K>) {}",,6e1f
No signature found,"fun <K: T> foo1(x: T?, y: Bar<K>) {}",,6e1f
No signature found,"fun <K: T> foo2(x: K?, y: Bar<T>) {}",,6e1f
No signature found,"fun <K> foo14(x: K?, y: Bar<K>) where K: Comparable<K>, K: CharSequence {}",,6e1f
No signature found,"fun <K: T?, T> foo15(x: T, y: Bar<K>) {}",,6e1f
No signature found,"fun <K: T?, T> foo16(x: K, y: Bar<T>) {}",,6e1f
No signature found,"fun <K: T?, T> Bar<K>.foo18(x: T) {}",,6e1f
No signature found,"fun <K> foo21(x: K?, y: Foo<Foo<OutBar<K>>>) {}",,6e1f
No signature found,"fun <K> foo22(x: K?, y: Foo<Foo<InBar<K>>>) {}",,6e1f
No signature found,"fun <K> foo23(x: K?, y: Foo<Foo<Bar<out K>>>) {}",,6e1f
No signature found,"fun <K> foo24(x: K?, y: Foo<Foo<Bar<in K>>>) {}",,6e1f
No signature found,"fun <L> main(x: L?, y: L) {
    foo0(x, <!DEBUG_INFO_EXPRESSION_TYPE(""Bar<L & Any>"")!>Bar()<!>)
    foo0(y, <!DEBUG_INFO_EXPRESSION_TYPE(""Bar<L & Any>"")!>Bar()<!>)

    foo1(x, <!DEBUG_INFO_EXPRESSION_TYPE(""Foo<Bar<L & Any>>"")!>Foo(Bar())<!>)
    foo1(y, <!DEBUG_INFO_EXPRESSION_TYPE(""Foo<Bar<L & Any>>"")!>Foo(Bar())<!>)

    if (x != null && y != null) {
        foo1(<!DEBUG_INFO_EXPRESSION_TYPE(""L & Any & L?"")!>x<!>, <!DEBUG_INFO_EXPRESSION_TYPE(""Foo<Bar<L & Any>>"")!>Foo(Bar())<!>)
        foo1(<!DEBUG_INFO_EXPRESSION_TYPE(""L & L & Any"")!>y<!>, <!DEBUG_INFO_EXPRESSION_TYPE(""Foo<Bar<L & Any>>"")!>Foo(Bar())<!>)
    }",,6e1f
fun box(),": String {
    val d = Derived()
    return d::a.get()
}","// TARGET_BACKEND: JVM_IR
// IGNORE_BACKEND_K1: JVM_IR
// Field VS property: case ""reference""

// FILE: BaseJava.java",4f27
fun box(),"=
        f",,4f27
fun foo(),"=
        2",,519f
fun bar(),: Array<A> = n,// FIR_IDENTICAL,66c3
fun foo(),"{
    for (@Ann(1) i in 1..100) {}",,519f
No signature found,fun ObjCExportStub.closureSequence(): Sequence<ObjCExportStub> = s,,6e1f
No signature found,fun Iterable<ObjCExportStub>.closureSequence() = s,,6e1f
"fun reportCompileIteration(incremental: Boolean, sourceFiles: Collection<File>, exitCode: ExitCode)","{
        compilationResults.add(
            CompilationResultCategory.IC_COMPILE_ITERATION.code,
            CompileIterationResult(sourceFiles, exitCode.toString())
        )
    }",,779b
No signature found,"fun report(message: () -> String, severity: ReportSeverity) {
    }",,6e1f
fun flush(),"{
    }",,3748
fun generatePseudocode(subroutine: KtElement),": Pseudocode {
        val pseudocode = generate(subroutine, null)
        (pseudocode as PseudocodeImpl).postProcess()
        return pseudocode
    }",,bb32
No signature found,"fun generate(subroutine: KtElement, eventOccurrencesRange: EventOccurrencesRange? = n",,6e1f
"fun generateImplicitReturnValue(bodyExpression: KtExpression, subroutine: KtElement)","{
        val subroutineDescriptor = trace.get(BindingContext.DECLARATION_TO_DESCRIPTOR, subroutine) as CallableDescriptor? ?: return

        val returnType = subroutineDescriptor.returnType
        if (returnType != null && KotlinBuiltIns.isUnit(returnType) && subroutineDescriptor is AnonymousFunctionDescriptor) return

        val returnValue = builder.getBoundValue(bodyExpression) ?: return

        builder.returnValue(bodyExpression, returnValue, subroutine)
    }",,5e93
fun processLocalDeclaration(subroutine: KtDeclaration),"{
        val afterDeclaration = builder.createUnboundLabel(""after local declaration"")

        builder.nondeterministicJump(afterDeclaration, subroutine, null)
        generate(subroutine, null)
        builder.bindLabel(afterDeclaration)
    }",,2500
fun getSubjectExpression(condition: KtWhenCondition),": KtExpression? =
                c",,6c2e
fun visitWhenConditionInRange(condition: KtWhenConditionInRange),"{
                if (!generateCall(condition.operationReference)) {
                    val rangeExpression = condition.rangeExpression
                    generateInstructions(rangeExpression)
                    createNonSyntheticValue(condition, MagicKind.UNRESOLVED_CALL, rangeExpression)
                }",,f886
fun visitWhenConditionIsPattern(condition: KtWhenConditionIsPattern),"{
                mark(condition)
                createNonSyntheticValue(condition, MagicKind.IS, getSubjectExpression(condition))
            }",,33d2
fun visitWhenConditionWithExpression(condition: KtWhenConditionWithExpression),"{
                mark(condition)

                val expression = condition.expression
                generateInstructions(expression)

                val subjectExpression = getSubjectExpression(condition)
                if (subjectExpression != null) {
                    // todo: this can be replaced by equals() invocation (when corresponding resolved call is recorded)
                    createNonSyntheticValue(condition, MagicKind.EQUALS_IN_WHEN_CONDITION, subjectExpression, expression)
                }",,a82a
fun visitKtElement(element: KtElement),"{
                throw UnsupportedOperationException(""[ControlFlowProcessor] $element"")
            }",,ecd7
fun mark(element: KtElement),"{
            builder.mark(element)
        }",,5302
No signature found,"fun generateInstructions(element: KtElement?) {
            if (element == null) return
            element.accept(this)
            checkNothingType(element)
        }",,6e1f
fun checkNothingType(element: KtElement),"{
            if (element !is KtExpression) return

            val expression = KtPsiUtil.deparenthesize(element) ?: return

            if (expression is KtStatementExpression || expression is KtTryExpression
                || expression is KtIfExpression || expression is KtWhenExpression
            ) {
                return
            }",,0d02
"fun createSyntheticValue(instructionElement: KtElement, kind: MagicKind, vararg from: KtElement)",": PseudoValue =
            b",,53d0
No signature found,"fun createNonSyntheticValue(to: KtElement, from: List<KtElement?>, kind: MagicKind): PseudoValue =
            b",,6e1f
No signature found,"fun createNonSyntheticValue(to: KtElement, kind: MagicKind, vararg from: KtElement?): PseudoValue =
            c",,6e1f
